날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,23:45,지출,온라인쇼핑,인터넷쇼핑,무신사,-89000,KRW,신한 Deep Dream 체크,,P148,P148-T0068,소비,P148-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP148000012;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP148000012
2026-06-30,23:39,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-73800,KRW,토스 간편결제,,P148,P148-T0113,소비,P148-토스페이,efinance/전금-103-토스페이.json#EP148토00013
2026-06-30,20:57,지출,카페/간식,디저트/떡,파리바게뜨,-6500,KRW,토스 간편결제,,P148,P148-T0105,소비,P148-토스페이,efinance/전금-103-토스페이.json#EP148토00011
2026-06-30,15:25,지출,뷰티/미용,화장품,올리브영,-46700,KRW,네이버페이 간편결제,,P148,P148-T0075,소비,P148-네이버페이,efinance/전금-103-네이버페이.json#EP148네00005
2026-06-30,12:03,지출,카페/간식,커피/음료,스타벅스 합정점,-13400,KRW,프렌즈 체크카드,,P148,P148-T0030,소비,P148-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP148000004;card/카드-014-프렌즈_체크카드_매입정보.json#AP148000004
2026-06-30,12:01,지출,문화/여가,공연/영화,CGV,-51600,KRW,신한 Deep Dream 체크,,P148,P148-T0023,소비,P148-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP148000004;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP148000004
2026-06-30,09:12,지출,카페/간식,디저트/떡,던킨,-4200,KRW,하나핀크 생활통장,,P148,P148-T0024,소비,P148-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P148-BANK-MAIN.json#BP14800018
2026-06-29,22:55,지출,문화/여가,도서,알라딘,-27200,KRW,네이버페이 간편결제,,P148,P148-T0031,소비,P148-네이버페이,efinance/전금-103-네이버페이.json#EP148네00001
2026-06-29,22:52,지출,교통,택시,우티,-27500,KRW,프렌즈 체크카드,,P148,P148-T0127,소비,P148-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP148000026;card/카드-014-프렌즈_체크카드_매입정보.json#AP148000026
2026-06-29,21:08,지출,생활,서비스구독,챗GPT,-50400,KRW,토스 간편결제,,P148,P148-T0077,소비,P148-토스페이,efinance/전금-103-토스페이.json#EP148토00005
2026-06-29,20:18,지출,문화/여가,공연/영화,메가박스,-19000,KRW,하나핀크 생활통장,,P148,P148-T0056,소비,P148-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P148-BANK-MAIN.json#BP14800027
2026-06-29,10:57,수입,금융수입,캐시백,카드 캐시백,477,KRW,하나핀크 생활통장,,P148,P148-T0005,소득,P148-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P148-BANK-MAIN.json#BP14800005
2026-06-28,23:27,지출,뷰티/미용,화장품,아모레몰,-27700,KRW,하나핀크 생활통장,,P148,P148-T0039,소비,P148-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P148-BANK-MAIN.json#BP14800022
2026-06-28,21:02,지출,온라인쇼핑,인터넷쇼핑,11번가,-70700,KRW,신한 Deep Dream 체크,,P148,P148-T0048,소비,P148-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP148000007;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP148000007
2026-06-28,17:28,이체,저축,예적금/청약,비상금 이체,-100000,KRW,하나핀크 생활통장,,P148,P148-T0013,저축,P148-BANK-MAIN->P148-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P148-BANK-MAIN.json#BP14800013;bank/은행-004-세이프박스_P148-BANK-SAVE.json#BP14800002
2026-06-28,09:13,지출,생활,서비스구독,넷플릭스,-93200,KRW,하나핀크 생활통장,,P148,P148-T0079,소비,P148-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P148-BANK-MAIN.json#BP14800032
2026-06-28,09:10,이체,저축,예적금/청약,청약 납입,-70000,KRW,하나핀크 생활통장,,P148,P148-T0012,저축,P148-BANK-MAIN->P148-BANK-HOUSING,bank/은행-004-하나핀크_생활통장_P148-BANK-MAIN.json#BP14800012;bank/은행-004-주택청약종합저축_P148-BANK-HOUSING.json#BP14800001
2026-06-27,20:32,지출,뷰티/미용,화장품,아모레몰,-47500,KRW,프렌즈 체크카드,,P148,P148-T0037,소비,P148-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP148000006;card/카드-014-프렌즈_체크카드_매입정보.json#AP148000006
2026-06-27,12:24,지출,문화/여가,도서,교보문고,-42800,KRW,신한 Deep Dream 체크,,P148,P148-T0092,소비,P148-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP148000017;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP148000017
2026-06-27,11:26,지출,카페/간식,커피/음료,스타벅스 합정점,-6400,KRW,토스 간편결제,,P148,P148-T0121,소비,P148-토스페이,efinance/전금-103-토스페이.json#EP148토00014
2026-06-27,09:04,지출,식비,한식,한솥도시락 신촌점,-23300,KRW,카카오페이 간편결제,,P148,P148-T0114,소비,P148-카카오페이,efinance/전금-103-카카오페이.json#EP148카00010
2026-06-27,09:02,지출,생활,편의점,세븐일레븐,-74900,KRW,신한 Deep Dream 체크,,P148,P148-T0086,소비,P148-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP148000015;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP148000015
2026-06-26,23:42,지출,온라인쇼핑,인터넷쇼핑,네이버쇼핑,-80000,KRW,프렌즈 체크카드,,P148,P148-T0029,소비,P148-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP148000003;card/카드-014-프렌즈_체크카드_매입정보.json#AP148000003
