날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,23:02,지출,문화/여가,도서,예스24,-30900,KRW,하나핀크 생활통장,,P050,P050-T0109,소비,P050-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#BP05000030
2026-06-30,08:11,지출,교통,대중교통,카카오버스,-16700,KRW,하나핀크 생활통장,,P050,P050-T0046,소비,P050-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#BP05000019
2026-06-29,13:35,지출,생활,서비스구독,노션,-35500,KRW,네이버페이 간편결제,,P050,P050-T0089,소비,P050-네이버페이,efinance/전금-103-네이버페이.json#EP050네00006
2026-06-29,12:19,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-42300,KRW,네이버페이 간편결제,,P050,P050-T0070,소비,P050-네이버페이,efinance/전금-103-네이버페이.json#EP050네00004
2026-06-28,21:34,지출,온라인쇼핑,인터넷쇼핑,네이버쇼핑,-20700,KRW,신한 Deep Dream 체크,,P050,P050-T0083,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000040;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000040
2026-06-28,20:31,지출,생활,서비스구독,유튜브 프리미엄,-41200,KRW,하나핀크 생활통장,,P050,P050-T0106,소비,P050-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#BP05000029
2026-06-28,20:27,지출,문화/여가,도서,교보문고,-47800,KRW,카카오페이 간편결제,,P050,P050-T0101,소비,P050-카카오페이,efinance/전금-103-카카오페이.json#EP050카00011
2026-06-28,15:03,지출,문화/여가,공연/영화,인터파크티켓,-52600,KRW,하나핀크 생활통장,,P050,P050-T0053,소비,P050-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#BP05000020
2026-06-28,11:25,지출,식비,한식,두끼 노량진역점,-15600,KRW,신한 Deep Dream 체크,,P050,P050-T0026,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000009;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000009
2026-06-27,21:01,지출,카페/간식,디저트/떡,던킨,-7900,KRW,신한 Deep Dream 체크,,P050,P050-T0093,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000045;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000045
2026-06-27,19:45,지출,식비,배달,쿠팡이츠,-20800,KRW,신한 Deep Dream 체크,,P050,P050-T0021,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000006;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000006
2026-06-27,17:17,수입,금융수입,캐시백,카드 캐시백,803,KRW,하나핀크 생활통장,,P050,P050-T0003,소득,P050-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#BP05000003
2026-06-27,07:24,지출,교통,대중교통,서울교통공사,-16200,KRW,신한 Deep Dream 체크,,P050,P050-T0051,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000021;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000021
2026-06-26,19:54,지출,생활,서비스구독,멜론,-50800,KRW,신한 Deep Dream 체크,,P050,P050-T0066,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000029;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000029
2026-06-26,18:04,지출,식비,배달,요기요,-11500,KRW,토스 간편결제,,P050,P050-T0022,소비,P050-토스페이,efinance/전금-103-토스페이.json#EP050토00002
2026-06-25,18:26,지출,교통,대중교통,티머니,-13300,KRW,하나핀크 생활통장,,P050,P050-T0065,소비,P050-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#BP05000024
2026-06-25,18:03,지출,생활,마트,마켓컬리,-58100,KRW,신한 Deep Dream 체크,,P050,P050-T0054,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000023;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000023
2026-06-25,11:29,이체,저축,예적금/청약,비상금 이체,-80000,KRW,하나핀크 생활통장,,P050,P050-T0011,저축,P050-BANK-MAIN->P050-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#BP05000010;bank/은행-004-주택청약종합저축_P050-BANK-SAVE.json#BP05000002
2026-06-25,10:03,지출,뷰티/미용,화장품,아모레몰,-15300,KRW,신한 Deep Dream 체크,,P050,P050-T0075,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000035;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000035
2026-06-24,10:35,수입,근로소득,급여,6월 월급,3250000,KRW,하나핀크 생활통장,,P050,P050-T0001,소득,P050-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#PAYP050
2026-06-24,09:47,지출,식비,한식,한솥도시락 신촌점,-26400,KRW,카카오페이 간편결제,,P050,P050-T0107,소비,P050-카카오페이,efinance/전금-103-카카오페이.json#EP050카00013
2026-06-24,09:08,지출,뷰티/미용,화장품,올리브영,-32400,KRW,카카오페이 간편결제,,P050,P050-T0108,소비,P050-카카오페이,efinance/전금-103-카카오페이.json#EP050카00014;efinance/전금-004-카카오페이_머니.json#WP05000004
2026-06-23,23:18,지출,온라인쇼핑,인터넷쇼핑,무신사,-72600,KRW,카카오페이 간편결제,,P050,P050-T0104,소비,P050-카카오페이,efinance/전금-103-카카오페이.json#EP050카00012
2026-06-22,23:49,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-42000,KRW,카카오페이 간편결제,,P050,P050-T0035,소비,P050-카카오페이,efinance/전금-103-카카오페이.json#EP050카00003
2026-06-22,22:07,지출,교육/학습,학원/강의,해커스,-40400,KRW,신한 Deep Dream 체크,,P050,P050-T0056,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000025;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000025
2026-06-22,11:27,지출,패션/쇼핑,패션,에이블리,-120000,KRW,신한 Deep Dream 체크,,P050,P050-T0086,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000042;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000042
2026-06-21,21:41,지출,식비,한식,김밥천국 홍대점,-14600,KRW,신한 Deep Dream 체크,,P050,P050-T0096,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000048;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000048
2026-06-21,15:47,지출,생활,마트,홈플러스,-17800,KRW,네이버페이 간편결제,,P050,P050-T0025,소비,P050-네이버페이,efinance/전금-103-네이버페이.json#EP050네00002
2026-06-21,13:42,지출,카페/간식,디저트/떡,노티드,-8500,KRW,하나핀크 생활통장,,P050,P050-T0092,소비,P050-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#BP05000026
2026-06-21,12:45,지출,교육/학습,학원/강의,패스트캠퍼스,-51400,KRW,신한 Deep Dream 체크,,P050,P050-T0044,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000017;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000017
2026-06-21,09:41,지출,생활,편의점,GS25,-66800,KRW,카카오페이 간편결제,,P050,P050-T0032,소비,P050-카카오페이,efinance/전금-103-카카오페이.json#EP050카00002;efinance/전금-004-카카오페이_머니.json#WP05000001
2026-06-20,23:57,지출,온라인쇼핑,인터넷쇼핑,네이버쇼핑,-63900,KRW,하나핀크 생활통장,,P050,P050-T0036,소비,P050-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#BP05000018
2026-06-20,23:34,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-96000,KRW,하나핀크 생활통장,,P050,P050-T0028,소비,P050-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P050-BANK-MAIN.json#BP05000015
2026-06-20,22:48,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-70600,KRW,신한 Deep Dream 체크,,P050,P050-T0085,소비,P050-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP050000041;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP050000041
2026-06-20,21:37,지출,식비,한식,김밥천국 홍대점,-14900,KRW,토스 간편결제,,P050,P050-T0038,소비,P050-토스페이,efinance/전금-103-토스페이.json#EP050토00003
