날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,23:32,지출,문화/여가,도서,알라딘,-36300,KRW,프렌즈 체크카드,,P100,P100-T0058,소비,P100-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP100000028;card/카드-014-프렌즈_체크카드_매입정보.json#AP100000028
2026-06-30,23:08,지출,교통,택시,아이엠택시,-10000,KRW,토스 간편결제,,P100,P100-T0124,소비,P100-토스페이,efinance/전금-103-토스페이.json#EP100토00012
2026-06-30,20:20,지출,생활,마트,롯데마트,-34000,KRW,프렌즈 체크카드,,P100,P100-T0024,소비,P100-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP100000004;card/카드-014-프렌즈_체크카드_매입정보.json#AP100000004
2026-06-30,10:18,지출,생활,마트,홈플러스,-51100,KRW,하나핀크 생활통장,,P100,P100-T0082,소비,P100-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P100-BANK-MAIN.json#BP10000030
2026-06-30,09:06,지출,카페/간식,디저트/떡,파리바게뜨,-7400,KRW,토스 간편결제,,P100,P100-T0119,소비,P100-토스페이,efinance/전금-103-토스페이.json#EP100토00011
2026-06-30,08:41,지출,교통,대중교통,티머니,-27700,KRW,프렌즈 체크카드,,P100,P100-T0084,소비,P100-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP100000039;card/카드-014-프렌즈_체크카드_매입정보.json#AP100000039
2026-06-29,21:26,지출,식비,배달,주식회사 우아한형제들,-24900,KRW,토스 간편결제,,P100,P100-T0027,소비,P100-토스페이,efinance/전금-103-토스페이.json#EP100토00001
2026-06-29,20:16,지출,문화/여가,공연/영화,메가박스,-34200,KRW,프렌즈 체크카드,,P100,P100-T0109,소비,P100-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP100000053;card/카드-014-프렌즈_체크카드_매입정보.json#AP100000053
2026-06-29,13:38,지출,생활,서비스구독,넷플릭스,-21200,KRW,네이버페이 간편결제,,P100,P100-T0083,소비,P100-네이버페이,efinance/전금-103-네이버페이.json#EP100네00008
2026-06-29,12:45,지출,식비,한식,한솥도시락 신촌점,-24400,KRW,네이버페이 간편결제,,P100,P100-T0112,소비,P100-네이버페이,efinance/전금-103-네이버페이.json#EP100네00012
2026-06-29,12:21,지출,식비,배달,주식회사 우아한형제들,-17600,KRW,카카오페이 간편결제,,P100,P100-T0133,소비,P100-카카오페이,efinance/전금-103-카카오페이.json#EP100카00005
2026-06-29,10:50,지출,패션/쇼핑,패션,에이블리,-58400,KRW,토스 간편결제,,P100,P100-T0102,소비,P100-토스페이,efinance/전금-103-토스페이.json#EP100토00008
2026-06-29,08:47,지출,교통,대중교통,서울교통공사,-12300,KRW,토스 간편결제,,P100,P100-T0126,소비,P100-토스페이,efinance/전금-103-토스페이.json#EP100토00013
2026-06-29,08:10,지출,교통,택시,카카오T 택시,-6800,KRW,프렌즈 체크카드,,P100,P100-T0075,소비,P100-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP100000036;card/카드-014-프렌즈_체크카드_매입정보.json#AP100000036
2026-06-28,22:03,지출,교통,대중교통,서울교통공사,-20100,KRW,토스 간편결제,,P100,P100-T0064,소비,P100-토스페이,efinance/전금-103-토스페이.json#EP100토00004
2026-06-28,20:28,지출,여행/숙박,숙박,여기어때,-105000,KRW,하나핀크 생활통장,,P100,P100-T0066,소비,P100-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P100-BANK-MAIN.json#BP10000027
2026-06-28,19:23,지출,식비,한식,김밥천국 홍대점,-21000,KRW,프렌즈 체크카드,,P100,P100-T0037,소비,P100-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP100000015;card/카드-014-프렌즈_체크카드_매입정보.json#AP100000015
2026-06-28,11:09,지출,생활,편의점,이마트24,-33900,KRW,프렌즈 체크카드,,P100,P100-T0157,소비,P100-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP100000078;card/카드-014-프렌즈_체크카드_매입정보.json#AP100000078
2026-06-28,09:05,지출,교통,택시,아이엠택시,-7500,KRW,하나핀크 생활통장,,P100,P100-T0074,소비,P100-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P100-BANK-MAIN.json#BP10000028
2026-06-27,23:57,지출,온라인쇼핑,인터넷쇼핑,네이버쇼핑,-67200,KRW,프렌즈 체크카드,,P100,P100-T0016,소비,P100-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP100000001;card/카드-014-프렌즈_체크카드_매입정보.json#AP100000001
2026-06-27,22:58,지출,교통,대중교통,카카오버스,-5300,KRW,네이버페이 간편결제,,P100,P100-T0089,소비,P100-네이버페이,efinance/전금-103-네이버페이.json#EP100네00009
2026-06-27,20:36,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-45900,KRW,프렌즈 체크카드,,P100,P100-T0161,소비,P100-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP100000080;card/카드-014-프렌즈_체크카드_매입정보.json#AP100000080
2026-06-27,18:57,수입,금융수입,캐시백,카드 캐시백,432,KRW,하나핀크 생활통장,,P100,P100-T0004,소득,P100-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P100-BANK-MAIN.json#BP10000004
