날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-29,23:08,지출,교통,택시,우티,-8100,KRW,KB Star 청춘통장,,P015,P015-T0047,소비,P015-BANK-MAIN,bank/은행-004-KB_Star_청춘통장_P015-BANK-MAIN.json#BP01500019
2026-06-29,20:29,지출,식비,한식,한솥도시락 신촌점,-13900,KRW,어피치 스윗 체크카드,,P015,P015-T0034,소비,P015-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP015000014;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP015000014
2026-06-28,12:44,지출,생활,편의점,CU,-26300,KRW,어피치 스윗 체크카드,,P015,P015-T0042,소비,P015-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP015000019;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP015000019
2026-06-28,12:44,이체,저축,예적금/청약,청약 납입,-20000,KRW,KB Star 청춘통장,,P015,P015-T0012,저축,P015-BANK-MAIN->P015-BANK-HOUSING,bank/은행-004-KB_Star_청춘통장_P015-BANK-MAIN.json#BP01500010;bank/은행-004-주택청약종합저축_P015-BANK-HOUSING.json#BP01500001
2026-06-28,11:52,이체,저축,예적금/청약,적금 자동이체,-80000,KRW,KB Star 청춘통장,,P015,P015-T0011,저축,P015-BANK-MAIN->P015-BANK-SAVE,bank/은행-004-KB_Star_청춘통장_P015-BANK-MAIN.json#BP01500009;bank/은행-004-비상금_통장_P015-BANK-SAVE.json#BP01500001
2026-06-28,11:45,지출,생활,마트,마켓컬리,-31000,KRW,KB Star 청춘통장,,P015,P015-T0054,소비,P015-BANK-MAIN,bank/은행-004-KB_Star_청춘통장_P015-BANK-MAIN.json#BP01500021
2026-06-28,08:53,지출,카페/간식,커피/음료,메가MGC커피,-7900,KRW,카카오페이 간편결제,,P015,P015-T0045,소비,P015-카카오페이,efinance/전금-103-카카오페이.json#EP015카00004
2026-06-27,22:11,지출,생활,마트,마켓컬리,-17000,KRW,어피치 스윗 체크카드,,P015,P015-T0060,소비,P015-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP015000029;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP015000029
2026-06-27,09:52,지출,교통,대중교통,모바일티머니,-3500,KRW,카카오페이 간편결제,,P015,P015-T0069,소비,P015-카카오페이,efinance/전금-103-카카오페이.json#EP015카00007;efinance/전금-004-카카오페이_머니.json#WP01500001
2026-06-26,17:02,지출,교육/학습,학원/강의,해커스,-29800,KRW,어피치 스윗 체크카드,,P015,P015-T0027,소비,P015-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP015000009;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP015000009
