날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,19:23,지출,식비,배달,주식회사 우아한형제들,-9700,KRW,하나 원더 체크카드,,P160,P160-T0063,소비,P160-CARD-02,card/카드-008-하나_원더_체크카드_승인내역.json#AP160000015;card/카드-014-하나_원더_체크카드_매입정보.json#AP160000015
2026-06-30,11:24,지출,식비,배달,주식회사 우아한형제들,-18200,KRW,프렌즈 체크카드,,P160,P160-T0012,소비,P160-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP160000002;card/카드-014-프렌즈_체크카드_매입정보.json#AP160000002
2026-06-30,07:25,지출,교통,대중교통,티머니,-8800,KRW,하나 원더 체크카드,,P160,P160-T0025,소비,P160-CARD-02,card/카드-008-하나_원더_체크카드_승인내역.json#AP160000002;card/카드-014-하나_원더_체크카드_매입정보.json#AP160000002
2026-06-29,23:20,지출,생활,마트,이마트,-31000,KRW,NH주거래우대통장,,P160,P160-T0039,소비,P160-BANK-MAIN,bank/은행-004-NH주거래우대통장_P160-BANK-MAIN.json#BP16000016
2026-06-29,20:53,지출,식비,배달,주식회사 우아한형제들,-23900,KRW,NH주거래우대통장,,P160,P160-T0024,소비,P160-BANK-MAIN,bank/은행-004-NH주거래우대통장_P160-BANK-MAIN.json#BP16000013
2026-06-28,22:30,지출,교육/학습,학원/강의,패스트캠퍼스,-59500,KRW,하나 원더 체크카드,,P160,P160-T0027,소비,P160-CARD-02,card/카드-008-하나_원더_체크카드_승인내역.json#AP160000003;card/카드-014-하나_원더_체크카드_매입정보.json#AP160000003
2026-06-28,21:14,지출,온라인쇼핑,인터넷쇼핑,무신사,-53700,KRW,프렌즈 체크카드,,P160,P160-T0047,소비,P160-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP160000008;card/카드-014-프렌즈_체크카드_매입정보.json#AP160000008
2026-06-28,13:04,지출,문화/여가,공연/영화,CGV,-25100,KRW,네이버페이 간편결제,,P160,P160-T0053,소비,P160-네이버페이,efinance/전금-103-네이버페이.json#EP160네00006
2026-06-27,23:58,지출,교통,택시,아이엠택시,-13900,KRW,네이버페이 간편결제,,P160,P160-T0018,소비,P160-네이버페이,efinance/전금-103-네이버페이.json#EP160네00001
2026-06-27,20:36,지출,생활,편의점,CU,-39900,KRW,카카오페이 간편결제,,P160,P160-T0085,소비,P160-카카오페이,efinance/전금-103-카카오페이.json#EP160카00011
2026-06-27,12:12,지출,생활,편의점,이마트24,-40000,KRW,카카오페이 간편결제,,P160,P160-T0075,소비,P160-카카오페이,efinance/전금-103-카카오페이.json#EP160카00009
