날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,21:22,지출,교육/학습,학원/강의,클래스101,-117200,KRW,하나핀크 생활통장,,P054,P054-T0032,소비,P054-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P054-BANK-MAIN.json#BP05400015
2026-06-30,07:57,지출,교통,대중교통,모바일티머니,-14700,KRW,신한 Deep Dream 체크,,P054,P054-T0017,소비,P054-CARD-03,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP054000002;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP054000002
2026-06-30,07:03,지출,교통,대중교통,서울교통공사,-10500,KRW,토스뱅크 체크카드,,P054,P054-T0046,소비,P054-CARD-02,card/카드-008-토스뱅크_체크카드_승인내역.json#AP054000004;card/카드-014-토스뱅크_체크카드_매입정보.json#AP054000004
2026-06-29,21:48,지출,뷰티/미용,화장품,아모레몰,-35500,KRW,네이버페이 간편결제,,P054,P054-T0066,소비,P054-네이버페이,efinance/전금-103-네이버페이.json#EP054네00008;efinance/전금-004-네이버페이_머니.json#WP05400001
2026-06-29,21:05,지출,식비,한식,김밥천국 홍대점,-12200,KRW,신한 Deep Dream 체크,,P054,P054-T0041,소비,P054-CARD-03,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP054000008;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP054000008
2026-06-29,20:27,지출,패션/쇼핑,패션,무신사,-64200,KRW,카카오페이 간편결제,,P054,P054-T0138,소비,P054-카카오페이,efinance/전금-103-카카오페이.json#EP054카00014
2026-06-29,15:08,지출,뷰티/미용,화장품,아모레몰,-60100,KRW,네이버페이 간편결제,,P054,P054-T0131,소비,P054-네이버페이,efinance/전금-103-네이버페이.json#EP054네00013
2026-06-29,13:35,지출,교육/학습,학원/강의,패스트캠퍼스,-49100,KRW,하나핀크 생활통장,,P054,P054-T0076,소비,P054-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P054-BANK-MAIN.json#BP05400021
2026-06-29,12:42,지출,식비,한식,담소소사골순대,-23800,KRW,카카오페이 간편결제,,P054,P054-T0081,소비,P054-카카오페이,efinance/전금-103-카카오페이.json#EP054카00006
2026-06-28,23:16,지출,뷰티/미용,화장품,올리브영,-68900,KRW,하나핀크 생활통장,,P054,P054-T0018,소비,P054-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P054-BANK-MAIN.json#BP05400014
2026-06-28,19:58,지출,교통,택시,카카오T 택시,-20000,KRW,신한 Deep Dream 체크,,P054,P054-T0015,소비,P054-CARD-03,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP054000001;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP054000001
2026-06-28,19:52,지출,식비,한식,한솥도시락 신촌점,-10500,KRW,토스 간편결제,,P054,P054-T0091,소비,P054-토스페이,efinance/전금-103-토스페이.json#EP054토00011
2026-06-28,19:28,지출,패션/쇼핑,패션,지그재그,-40700,KRW,하나 원더 체크카드,,P054,P054-T0122,소비,P054-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP054000013;card/카드-014-하나_원더_체크카드_매입정보.json#AP054000013
2026-06-28,18:54,지출,교통,택시,카카오T 택시,-14800,KRW,신한 Deep Dream 체크,,P054,P054-T0093,소비,P054-CARD-03,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP054000015;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP054000015
2026-06-28,16:28,이체,저축,예적금/청약,적금 자동이체,-320000,KRW,하나핀크 생활통장,,P054,P054-T0009,저축,P054-BANK-MAIN->P054-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P054-BANK-MAIN.json#BP05400008;bank/은행-004-주택청약종합저축_P054-BANK-SAVE.json#BP05400001
2026-06-28,14:59,지출,뷰티/미용,화장품,무신사뷰티,-71700,KRW,신한 Deep Dream 체크,,P054,P054-T0059,소비,P054-CARD-03,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP054000011;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP054000011
2026-06-28,13:54,지출,카페/간식,커피/음료,메가MGC커피,-4900,KRW,토스뱅크 체크카드,,P054,P054-T0037,소비,P054-CARD-02,card/카드-008-토스뱅크_체크카드_승인내역.json#AP054000003;card/카드-014-토스뱅크_체크카드_매입정보.json#AP054000003
2026-06-28,10:21,지출,생활,마트,롯데마트,-52300,KRW,카카오페이 간편결제,,P054,P054-T0036,소비,P054-카카오페이,efinance/전금-103-카카오페이.json#EP054카00001
2026-06-28,07:40,지출,교통,대중교통,티머니,-9300,KRW,토스뱅크 체크카드,,P054,P054-T0083,소비,P054-CARD-02,card/카드-008-토스뱅크_체크카드_승인내역.json#AP054000014;card/카드-014-토스뱅크_체크카드_매입정보.json#AP054000014
2026-06-27,23:17,지출,온라인쇼핑,인터넷쇼핑,무신사,-40600,KRW,네이버페이 간편결제,,P054,P054-T0049,소비,P054-네이버페이,efinance/전금-103-네이버페이.json#EP054네00004
2026-06-27,22:38,지출,생활,서비스구독,챗GPT,-12400,KRW,토스뱅크 체크카드,,P054,P054-T0034,소비,P054-CARD-02,card/카드-008-토스뱅크_체크카드_승인내역.json#AP054000002;card/카드-014-토스뱅크_체크카드_매입정보.json#AP054000002
2026-06-27,21:32,지출,식비,배달,쿠팡이츠,-14300,KRW,하나핀크 생활통장,,P054,P054-T0145,소비,P054-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P054-BANK-MAIN.json#BP05400032
2026-06-27,20:33,지출,온라인쇼핑,인터넷쇼핑,11번가,-69600,KRW,토스뱅크 체크카드,,P054,P054-T0144,소비,P054-CARD-02,card/카드-008-토스뱅크_체크카드_승인내역.json#AP054000026;card/카드-014-토스뱅크_체크카드_매입정보.json#AP054000026
2026-06-27,18:35,지출,교육/학습,학원/강의,패스트캠퍼스,-139800,KRW,하나핀크 생활통장,,P054,P054-T0084,소비,P054-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P054-BANK-MAIN.json#BP05400023
