날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,23:21,지출,생활,편의점,이마트24,-16700,KRW,어피치 스윗 체크카드,,P039,P039-T0019,소비,P039-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP039000005;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP039000005
2026-06-30,22:37,지출,문화/여가,공연/영화,메가박스,-21500,KRW,어피치 스윗 체크카드,,P039,P039-T0040,소비,P039-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP039000016;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP039000016
2026-06-30,18:40,지출,패션/쇼핑,패션,에이블리,-71600,KRW,어피치 스윗 체크카드,,P039,P039-T0060,소비,P039-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP039000029;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP039000029
2026-06-29,23:06,지출,생활,서비스구독,멜론,-48500,KRW,어피치 스윗 체크카드,,P039,P039-T0055,소비,P039-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP039000025;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP039000025
2026-06-29,22:57,지출,교통,대중교통,티머니,-13900,KRW,네이버페이 간편결제,,P039,P039-T0016,소비,P039-네이버페이,efinance/전금-103-네이버페이.json#EP039네00001
2026-06-29,20:29,지출,식비,배달,요기요,-12200,KRW,네이버페이 간편결제,,P039,P039-T0026,소비,P039-네이버페이,efinance/전금-103-네이버페이.json#EP039네00002
2026-06-29,18:21,지출,카페/간식,디저트/떡,파리바게뜨,-3600,KRW,KB Star 청춘통장,,P039,P039-T0071,소비,P039-BANK-MAIN,bank/은행-004-KB_Star_청춘통장_P039-BANK-MAIN.json#BP03900021
2026-06-29,16:39,지출,교육/학습,학원/강의,패스트캠퍼스,-69200,KRW,어피치 스윗 체크카드,,P039,P039-T0042,소비,P039-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP039000018;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP039000018
2026-06-29,11:14,지출,생활,마트,롯데마트,-29400,KRW,어피치 스윗 체크카드,,P039,P039-T0080,소비,P039-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP039000041;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP039000041
2026-06-29,10:43,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-39100,KRW,카카오페이 간편결제,,P039,P039-T0063,소비,P039-카카오페이,efinance/전금-103-카카오페이.json#EP039카00007
