날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,17:29,지출,교육/학습,학원/강의,클래스101,-89400,KRW,어피치 스윗 체크카드,,P163,P163-T0069,소비,P163-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP163000015;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP163000015
2026-06-30,09:00,지출,문화/여가,도서,예스24,-35200,KRW,네이버페이 간편결제,,P163,P163-T0016,소비,P163-네이버페이,efinance/전금-103-네이버페이.json#EP163네00002;efinance/전금-004-네이버페이_머니.json#WP16300001
2026-06-29,22:04,지출,생활,서비스구독,챗GPT,-33900,KRW,프렌즈 체크카드,,P163,P163-T0094,소비,P163-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP163000025;card/카드-014-프렌즈_체크카드_매입정보.json#AP163000025
2026-06-29,18:12,지출,카페/간식,디저트/떡,파리바게뜨,-9100,KRW,토스 간편결제,,P163,P163-T0064,소비,P163-토스페이,efinance/전금-103-토스페이.json#EP163토00003
2026-06-29,17:39,지출,교육/학습,학원/강의,인프런,-118300,KRW,어피치 스윗 체크카드,,P163,P163-T0052,소비,P163-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP163000010;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP163000010
2026-06-29,17:14,지출,생활,서비스구독,멜론,-31100,KRW,토스뱅크 통장,,P163,P163-T0092,소비,P163-BANK-MAIN,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#BP16300025
2026-06-29,16:21,지출,생활,서비스구독,노션,-38700,KRW,토스뱅크 통장,,P163,P163-T0088,소비,P163-BANK-MAIN,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#BP16300024
2026-06-29,11:13,지출,식비,배달,주식회사 우아한형제들,-16200,KRW,어피치 스윗 체크카드,,P163,P163-T0103,소비,P163-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP163000019;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP163000019
2026-06-29,08:42,지출,카페/간식,커피/음료,스타벅스 합정점,-5600,KRW,네이버페이 간편결제,,P163,P163-T0040,소비,P163-네이버페이,efinance/전금-103-네이버페이.json#EP163네00004
2026-06-28,23:31,지출,의료/건강,약국,온누리약국,-6300,KRW,프렌즈 체크카드,,P163,P163-T0062,소비,P163-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP163000016;card/카드-014-프렌즈_체크카드_매입정보.json#AP163000016
2026-06-28,22:26,지출,온라인쇼핑,인터넷쇼핑,11번가,-76800,KRW,토스 간편결제,,P163,P163-T0020,소비,P163-토스페이,efinance/전금-103-토스페이.json#EP163토00002
2026-06-28,14:59,수입,근로소득,급여/용역,6월 수입,1570000,KRW,토스뱅크 통장,,P163,P163-T0003,소득,P163-BANK-MAIN,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#INCP163003
2026-06-28,14:28,지출,생활,편의점,세븐일레븐,-42800,KRW,토스뱅크 통장,,P163,P163-T0086,소비,P163-BANK-MAIN,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#BP16300022
2026-06-28,10:32,지출,문화/여가,공연/영화,인터파크티켓,-32300,KRW,토스뱅크 통장,,P163,P163-T0098,소비,P163-BANK-MAIN,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#BP16300026
2026-06-27,20:27,지출,온라인쇼핑,인터넷쇼핑,무신사,-44000,KRW,네이버페이 간편결제,,P163,P163-T0111,소비,P163-네이버페이,efinance/전금-103-네이버페이.json#EP163네00013
2026-06-27,19:19,지출,카페/간식,디저트/떡,파리바게뜨,-4400,KRW,어피치 스윗 체크카드,,P163,P163-T0109,소비,P163-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP163000020;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP163000020
2026-06-27,16:40,지출,생활,서비스구독,노션,-34400,KRW,프렌즈 체크카드,,P163,P163-T0102,소비,P163-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP163000029;card/카드-014-프렌즈_체크카드_매입정보.json#AP163000029
2026-06-27,12:42,지출,카페/간식,디저트/떡,배스킨라빈스,-7500,KRW,프렌즈 체크카드,,P163,P163-T0119,소비,P163-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP163000035;card/카드-014-프렌즈_체크카드_매입정보.json#AP163000035
2026-06-27,11:20,지출,카페/간식,커피/음료,스타벅스 합정점,-4100,KRW,토스뱅크 통장,,P163,P163-T0104,소비,P163-BANK-MAIN,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#BP16300027
2026-06-26,21:27,지출,식비,한식,담소소사골순대,-21300,KRW,토스뱅크 통장,,P163,P163-T0087,소비,P163-BANK-MAIN,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#BP16300023
2026-06-26,18:56,지출,문화/여가,공연/영화,메가박스,-50500,KRW,카카오페이 간편결제,,P163,P163-T0061,소비,P163-카카오페이,efinance/전금-103-카카오페이.json#EP163카00006;efinance/전금-004-카카오페이_머니.json#WP16300003
2026-06-26,16:15,이체,저축,예적금/청약,비상금 이체,-270000,KRW,토스뱅크 통장,,P163,P163-T0012,저축,P163-BANK-MAIN->P163-BANK-SAVE,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#BP16300011;bank/은행-004-세이프박스_P163-BANK-SAVE.json#BP16300002
2026-06-26,08:59,지출,식비,한식,한솥도시락 신촌점,-11300,KRW,어피치 스윗 체크카드,,P163,P163-T0054,소비,P163-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP163000012;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP163000012
2026-06-25,15:58,이체,저축,예적금/청약,적금 자동이체,-890000,KRW,토스뱅크 통장,,P163,P163-T0010,저축,P163-BANK-MAIN->P163-BANK-SAVE,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#BP16300009;bank/은행-004-세이프박스_P163-BANK-SAVE.json#BP16300001
2026-06-25,15:56,지출,생활,서비스구독,넷플릭스,-31400,KRW,토스 간편결제,,P163,P163-T0068,소비,P163-토스페이,efinance/전금-103-토스페이.json#EP163토00004
2026-06-25,09:42,지출,주거,월세/관리비,주거비 자동이체,-650000,KRW,토스뱅크 통장,,P163,P163-T0006,소비,P163-BANK-MAIN,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#BP16300006
2026-06-24,18:48,수입,금융수입,캐시백,카드 캐시백,107,KRW,토스뱅크 통장,,P163,P163-T0004,소득,P163-BANK-MAIN,bank/은행-004-토스뱅크_통장_P163-BANK-MAIN.json#BP16300004
2026-06-24,13:57,지출,카페/간식,디저트/떡,파리바게뜨,-5000,KRW,프렌즈 체크카드,,P163,P163-T0075,소비,P163-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP163000018;card/카드-014-프렌즈_체크카드_매입정보.json#AP163000018
2026-06-23,22:08,지출,문화/여가,공연/영화,인터파크티켓,-25600,KRW,토스 간편결제,,P163,P163-T0101,소비,P163-토스페이,efinance/전금-103-토스페이.json#EP163토00010
2026-06-23,22:01,지출,패션/쇼핑,패션,에이블리,-96400,KRW,네이버페이 간편결제,,P163,P163-T0090,소비,P163-네이버페이,efinance/전금-103-네이버페이.json#EP163네00011
2026-06-23,18:15,지출,교육/학습,학원/강의,클래스101,-53100,KRW,네이버페이 간편결제,,P163,P163-T0077,소비,P163-네이버페이,efinance/전금-103-네이버페이.json#EP163네00010
2026-06-23,18:12,지출,교통,택시,타다,-29100,KRW,프렌즈 체크카드,,P163,P163-T0095,소비,P163-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP163000026;card/카드-014-프렌즈_체크카드_매입정보.json#AP163000026
2026-06-23,08:09,지출,카페/간식,디저트/떡,노티드,-8700,KRW,프렌즈 체크카드,,P163,P163-T0118,소비,P163-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP163000034;card/카드-014-프렌즈_체크카드_매입정보.json#AP163000034
