날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,20:37,지출,식비,한식,담소소사골순대,-13400,KRW,신한 Deep Dream 체크,,P111,P111-T0015,소비,P111-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP111000001;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP111000001
2026-06-30,18:56,지출,문화/여가,도서,교보문고,-16400,KRW,신한 Deep Dream 체크,예산 내 소비,P111,P111-T0052,소비,P111-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP111000006;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP111000006
2026-06-30,17:45,지출,패션/쇼핑,패션,에이블리,-56400,KRW,토스뱅크 체크카드,,P111,P111-T0051,소비,P111-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP111000014;card/카드-014-토스뱅크_체크카드_매입정보.json#AP111000014
2026-06-30,14:33,지출,의료/건강,약국,365약국,-6800,KRW,카카오페이 간편결제,,P111,P111-T0021,소비,P111-카카오페이,efinance/전금-103-카카오페이.json#EP111카00002
2026-06-30,12:59,지출,패션/쇼핑,패션,지그재그,-71900,KRW,토스뱅크 체크카드,,P111,P111-T0036,소비,P111-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP111000011;card/카드-014-토스뱅크_체크카드_매입정보.json#AP111000011
2026-06-30,12:44,지출,식비,배달,주식회사 우아한형제들,-9600,KRW,토스뱅크 체크카드,,P111,P111-T0084,소비,P111-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP111000022;card/카드-014-토스뱅크_체크카드_매입정보.json#AP111000022
2026-06-29,23:39,지출,교통,대중교통,티머니,-6700,KRW,토스뱅크 체크카드,,P111,P111-T0095,소비,P111-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP111000027;card/카드-014-토스뱅크_체크카드_매입정보.json#AP111000027
2026-06-29,21:02,지출,카페/간식,커피/음료,스타벅스 합정점,-2800,KRW,토스뱅크 체크카드,,P111,P111-T0027,소비,P111-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP111000007;card/카드-014-토스뱅크_체크카드_매입정보.json#AP111000007
2026-06-29,18:17,지출,교통,택시,우티,-13700,KRW,토스뱅크 체크카드,,P111,P111-T0020,소비,P111-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP111000004;card/카드-014-토스뱅크_체크카드_매입정보.json#AP111000004
2026-06-29,09:23,지출,의료/건강,약국,365약국,-33300,KRW,토스뱅크 체크카드,,P111,P111-T0029,소비,P111-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP111000008;card/카드-014-토스뱅크_체크카드_매입정보.json#AP111000008
