날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,08:06,지출,교통,대중교통,서울교통공사,-13000,KRW,하나 원더 체크카드,,P193,P193-T0039,소비,P193-CARD-02,card/카드-008-하나_원더_체크카드_승인내역.json#AP193000008;card/카드-014-하나_원더_체크카드_매입정보.json#AP193000008
2026-06-29,22:11,지출,교통,택시,아이엠택시,-8500,KRW,네이버페이 간편결제,,P193,P193-T0088,소비,P193-네이버페이,efinance/전금-103-네이버페이.json#EP193네00006
2026-06-29,21:22,지출,카페/간식,디저트/떡,던킨,-2900,KRW,프렌즈 체크카드,,P193,P193-T0062,소비,P193-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP193000016;card/카드-014-프렌즈_체크카드_매입정보.json#AP193000016
2026-06-29,19:54,지출,식비,한식,김밥천국 홍대점,-12300,KRW,카카오페이 간편결제,,P193,P193-T0083,소비,P193-카카오페이,efinance/전금-103-카카오페이.json#EP193카00005
2026-06-29,18:16,지출,교육/학습,학원/강의,클래스101,-87000,KRW,프렌즈 체크카드,,P193,P193-T0066,소비,P193-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP193000019;card/카드-014-프렌즈_체크카드_매입정보.json#AP193000019
2026-06-29,14:58,지출,생활,편의점,이마트24,-20200,KRW,하나 원더 체크카드,,P193,P193-T0058,소비,P193-CARD-02,card/카드-008-하나_원더_체크카드_승인내역.json#AP193000018;card/카드-014-하나_원더_체크카드_매입정보.json#AP193000018
2026-06-29,09:29,지출,교통,택시,카카오T 택시,-3600,KRW,카카오뱅크 입출금통장,,P193,P193-T0059,소비,P193-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P193-BANK-MAIN.json#BP19300019
2026-06-28,22:47,지출,교통,대중교통,모바일티머니,-13400,KRW,프렌즈 체크카드,,P193,P193-T0015,소비,P193-CARD-01,card/카드-008-프렌즈_체크카드_승인내역.json#AP193000003;card/카드-014-프렌즈_체크카드_매입정보.json#AP193000003
2026-06-28,22:13,지출,생활,편의점,이마트24,-33900,KRW,네이버페이 간편결제,,P193,P193-T0128,소비,P193-네이버페이,efinance/전금-103-네이버페이.json#EP193네00009
2026-06-28,13:46,지출,카페/간식,디저트/떡,노티드,-3600,KRW,하나 원더 체크카드,,P193,P193-T0051,소비,P193-CARD-02,card/카드-008-하나_원더_체크카드_승인내역.json#AP193000015;card/카드-014-하나_원더_체크카드_매입정보.json#AP193000015
