날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,23:11,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-39800,KRW,카카오뱅크 입출금통장,,P147,P147-T0058,소비,P147-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P147-BANK-MAIN.json#BP14700023
2026-06-29,22:33,지출,온라인쇼핑,인터넷쇼핑,11번가,-117800,KRW,카카오페이 간편결제,,P147,P147-T0034,소비,P147-카카오페이,efinance/전금-103-카카오페이.json#EP147카00005
2026-06-29,21:53,지출,카페/간식,커피/음료,스타벅스 합정점,-9100,KRW,카카오뱅크 입출금통장,,P147,P147-T0141,소비,P147-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P147-BANK-MAIN.json#BP14700037
2026-06-29,21:11,지출,문화/여가,공연/영화,인터파크티켓,-50500,KRW,네이버페이 간편결제,,P147,P147-T0029,소비,P147-네이버페이,efinance/전금-103-네이버페이.json#EP147네00001
2026-06-29,19:24,지출,교통,대중교통,서울교통공사,-35000,KRW,신한 Deep Dream 체크,,P147,P147-T0127,소비,P147-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP147000028;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP147000028
2026-06-29,11:55,지출,뷰티/미용,화장품,무신사뷰티,-42300,KRW,KB 청춘대로 체크카드,,P147,P147-T0051,소비,P147-CARD-02,card/카드-008-KB_청춘대로_체크카드_승인내역.json#AP147000008;card/카드-014-KB_청춘대로_체크카드_매입정보.json#AP147000008
2026-06-28,19:23,지출,카페/간식,커피/음료,컴포즈커피,-5800,KRW,신한 Deep Dream 체크,,P147,P147-T0021,소비,P147-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP147000004;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP147000004
2026-06-28,19:20,지출,식비,배달,주식회사 우아한형제들,-31400,KRW,카카오뱅크 입출금통장,,P147,P147-T0117,소비,P147-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P147-BANK-MAIN.json#BP14700032
2026-06-28,17:38,지출,생활,서비스구독,유튜브 프리미엄,-64200,KRW,네이버페이 간편결제,,P147,P147-T0081,소비,P147-네이버페이,efinance/전금-103-네이버페이.json#EP147네00012;efinance/전금-004-네이버페이_머니.json#WP14700006
2026-06-28,14:07,지출,생활,마트,홈플러스,-52500,KRW,카카오페이 간편결제,,P147,P147-T0108,소비,P147-카카오페이,efinance/전금-103-카카오페이.json#EP147카00009
2026-06-28,07:42,지출,교통,대중교통,티머니,-2700,KRW,카카오뱅크 입출금통장,,P147,P147-T0032,소비,P147-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P147-BANK-MAIN.json#BP14700018
