날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,18:58,지출,식비,한식,담소소사골순대,-11200,KRW,토스뱅크 체크카드,,P097,P097-T0099,소비,P097-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP097000033;card/카드-014-토스뱅크_체크카드_매입정보.json#AP097000033
2026-06-30,12:47,지출,식비,배달,주식회사 우아한형제들,-13000,KRW,토스 간편결제,,P097,P097-T0128,소비,P097-토스페이,efinance/전금-103-토스페이.json#EP097토00005
2026-06-30,09:36,지출,교통,대중교통,서울교통공사,-29000,KRW,카카오페이 간편결제,,P097,P097-T0056,소비,P097-카카오페이,efinance/전금-103-카카오페이.json#EP097카00006
2026-06-29,22:51,지출,교통,택시,타다,-5800,KRW,토스뱅크 체크카드,,P097,P097-T0124,소비,P097-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP097000041;card/카드-014-토스뱅크_체크카드_매입정보.json#AP097000041
2026-06-29,21:30,지출,뷰티/미용,화장품,올리브영,-58100,KRW,카카오페이 간편결제,,P097,P097-T0042,소비,P097-카카오페이,efinance/전금-103-카카오페이.json#EP097카00004
2026-06-29,21:30,지출,카페/간식,디저트/떡,배스킨라빈스,-5600,KRW,어피치 스윗 체크카드,,P097,P097-T0034,소비,P097-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP097000006;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP097000006
2026-06-29,20:47,지출,식비,배달,배민스토어,-26300,KRW,토스 간편결제,,P097,P097-T0085,소비,P097-토스페이,efinance/전금-103-토스페이.json#EP097토00002
2026-06-29,18:56,지출,뷰티/미용,화장품,올리브영,-32900,KRW,네이버페이 간편결제,,P097,P097-T0122,소비,P097-네이버페이,efinance/전금-103-네이버페이.json#EP097네00011
2026-06-29,12:37,지출,온라인쇼핑,인터넷쇼핑,무신사,-94400,KRW,어피치 스윗 체크카드,,P097,P097-T0037,소비,P097-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP097000007;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP097000007
2026-06-29,11:36,지출,식비,배달,주식회사 우아한형제들,-19900,KRW,토스뱅크 체크카드,,P097,P097-T0092,소비,P097-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP097000029;card/카드-014-토스뱅크_체크카드_매입정보.json#AP097000029
2026-06-28,20:42,지출,문화/여가,공연/영화,메가박스,-42300,KRW,토스뱅크 체크카드,,P097,P097-T0060,소비,P097-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP097000016;card/카드-014-토스뱅크_체크카드_매입정보.json#AP097000016
2026-06-27,21:33,지출,식비,배달,배민스토어,-24000,KRW,네이버페이 간편결제,,P097,P097-T0047,소비,P097-네이버페이,efinance/전금-103-네이버페이.json#EP097네00004
2026-06-27,21:30,지출,식비,한식,담소소사골순대,-15900,KRW,카카오페이 간편결제,,P097,P097-T0102,소비,P097-카카오페이,efinance/전금-103-카카오페이.json#EP097카00008
2026-06-27,21:24,지출,식비,배달,쿠팡이츠,-26000,KRW,토스뱅크 체크카드,,P097,P097-T0067,소비,P097-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP097000021;card/카드-014-토스뱅크_체크카드_매입정보.json#AP097000021
2026-06-27,21:17,지출,카페/간식,디저트/떡,배스킨라빈스,-8600,KRW,어피치 스윗 체크카드,,P097,P097-T0126,소비,P097-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP097000032;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP097000032
2026-06-27,19:00,지출,교통,대중교통,모바일티머니,-14800,KRW,어피치 스윗 체크카드,,P097,P097-T0069,소비,P097-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP097000016;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP097000016
2026-06-27,15:00,지출,생활,마트,롯데마트,-36700,KRW,어피치 스윗 체크카드,,P097,P097-T0127,소비,P097-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP097000033;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP097000033
2026-06-27,12:47,지출,온라인쇼핑,인터넷쇼핑,11번가,-48900,KRW,네이버페이 간편결제,,P097,P097-T0097,소비,P097-네이버페이,efinance/전금-103-네이버페이.json#EP097네00008;efinance/전금-004-네이버페이_머니.json#WP09700002
2026-06-27,12:24,지출,생활,마트,이마트,-33700,KRW,카카오페이 간편결제,,P097,P097-T0114,소비,P097-카카오페이,efinance/전금-103-카카오페이.json#EP097카00010
2026-06-27,11:28,지출,문화/여가,도서,알라딘,-27300,KRW,토스뱅크 체크카드,,P097,P097-T0058,소비,P097-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP097000015;card/카드-014-토스뱅크_체크카드_매입정보.json#AP097000015
2026-06-27,10:36,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-59500,KRW,토스뱅크 체크카드,,P097,P097-T0022,소비,P097-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP097000005;card/카드-014-토스뱅크_체크카드_매입정보.json#AP097000005
2026-06-26,18:49,이체,저축,예적금/청약,적금 자동이체,-800000,KRW,하나핀크 생활통장,,P097,P097-T0011,저축,P097-BANK-MAIN->P097-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P097-BANK-MAIN.json#BP09700009;bank/은행-004-청년희망_적금_P097-BANK-SAVE.json#BP09700001
2026-06-26,15:54,수입,금융수입,캐시백,카드 캐시백,585,KRW,하나핀크 생활통장,,P097,P097-T0005,소득,P097-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P097-BANK-MAIN.json#BP09700005
2026-06-26,09:44,수입,근로소득,급여,6월 월급,3320000,KRW,하나핀크 생활통장,,P097,P097-T0001,소득,P097-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P097-BANK-MAIN.json#PAYP097
2026-06-26,09:08,지출,식비,한식,김밥천국 홍대점,-18700,KRW,토스뱅크 체크카드,,P097,P097-T0065,소비,P097-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP097000019;card/카드-014-토스뱅크_체크카드_매입정보.json#AP097000019
2026-06-25,23:18,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-37800,KRW,토스뱅크 체크카드,,P097,P097-T0096,소비,P097-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP097000031;card/카드-014-토스뱅크_체크카드_매입정보.json#AP097000031
