날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,12:30,지출,식비,배달,쿠팡이츠,-10300,KRW,NH주거래우대통장,,P035,P035-T0067,소비,P035-BANK-MAIN,bank/은행-004-NH주거래우대통장_P035-BANK-MAIN.json#BP03500026
2026-06-30,07:48,지출,교통,대중교통,서울교통공사,-9700,KRW,네이버페이 간편결제,,P035,P035-T0027,소비,P035-네이버페이,efinance/전금-103-네이버페이.json#EP035네00002;efinance/전금-004-네이버페이_머니.json#WP03500002
2026-06-29,18:53,지출,식비,배달,주식회사 우아한형제들,-15600,KRW,카카오페이 간편결제,,P035,P035-T0046,소비,P035-카카오페이,efinance/전금-103-카카오페이.json#EP035카00007;efinance/전금-004-카카오페이_머니.json#WP03500001
2026-06-29,13:46,지출,교육/학습,학원/강의,패스트캠퍼스,-56100,KRW,토스뱅크 체크카드,,P035,P035-T0049,소비,P035-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP035000016;card/카드-014-토스뱅크_체크카드_매입정보.json#AP035000016
2026-06-29,12:18,지출,카페/간식,커피/음료,스타벅스 합정점,-6500,KRW,토스뱅크 체크카드,,P035,P035-T0043,소비,P035-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP035000011;card/카드-014-토스뱅크_체크카드_매입정보.json#AP035000011
2026-06-28,23:53,수입,금융수입,캐시백,카드 캐시백,726,KRW,NH주거래우대통장,,P035,P035-T0007,소득,P035-BANK-MAIN,bank/은행-004-NH주거래우대통장_P035-BANK-MAIN.json#BP03500007
2026-06-28,22:03,지출,교통,택시,카카오T 택시,-10600,KRW,NH주거래우대통장,,P035,P035-T0019,소비,P035-BANK-MAIN,bank/은행-004-NH주거래우대통장_P035-BANK-MAIN.json#BP03500015
2026-06-27,20:27,지출,생활,편의점,이마트24,-29100,KRW,토스뱅크 체크카드,,P035,P035-T0048,소비,P035-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP035000015;card/카드-014-토스뱅크_체크카드_매입정보.json#AP035000015
2026-06-27,20:13,지출,온라인쇼핑,인터넷쇼핑,네이버쇼핑,-43800,KRW,카카오페이 간편결제,,P035,P035-T0041,소비,P035-카카오페이,efinance/전금-103-카카오페이.json#EP035카00006
2026-06-26,20:11,지출,식비,한식,담소소사골순대,-11200,KRW,토스뱅크 체크카드,,P035,P035-T0040,소비,P035-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP035000010;card/카드-014-토스뱅크_체크카드_매입정보.json#AP035000010
2026-06-26,09:20,이체,저축,예적금/청약,청약 납입,-10000,KRW,NH주거래우대통장,,P035,P035-T0014,저축,P035-BANK-MAIN->P035-BANK-HOUSING,bank/은행-004-NH주거래우대통장_P035-BANK-MAIN.json#BP03500012;bank/은행-004-주택청약종합저축_P035-BANK-HOUSING.json#BP03500001
2026-06-25,10:11,이체,저축,예적금/청약,적금 자동이체,-60000,KRW,NH주거래우대통장,,P035,P035-T0013,저축,P035-BANK-MAIN->P035-BANK-SAVE,bank/은행-004-NH주거래우대통장_P035-BANK-MAIN.json#BP03500011;bank/은행-004-세이프박스_P035-BANK-SAVE.json#BP03500001
2026-06-24,20:18,지출,온라인쇼핑,인터넷쇼핑,무신사,-33400,KRW,토스뱅크 체크카드,,P035,P035-T0051,소비,P035-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP035000018;card/카드-014-토스뱅크_체크카드_매입정보.json#AP035000018
2026-06-24,12:41,수입,기타수입,급여/용역,6월 수입,220000,KRW,NH주거래우대통장,,P035,P035-T0004,소득,P035-BANK-MAIN,bank/은행-004-NH주거래우대통장_P035-BANK-MAIN.json#INCP035004
2026-06-23,19:04,지출,식비,배달,쿠팡이츠,-9200,KRW,토스뱅크 체크카드,,P035,P035-T0017,소비,P035-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP035000003;card/카드-014-토스뱅크_체크카드_매입정보.json#AP035000003
2026-06-22,14:51,지출,패션/쇼핑,패션,무신사,-31700,KRW,NH주거래우대통장,,P035,P035-T0063,소비,P035-BANK-MAIN,bank/은행-004-NH주거래우대통장_P035-BANK-MAIN.json#BP03500025
2026-06-21,22:18,지출,문화/여가,도서,교보문고,-26000,KRW,카카오페이 간편결제,,P035,P035-T0035,소비,P035-카카오페이,efinance/전금-103-카카오페이.json#EP035카00004
2026-06-21,11:52,지출,카페/간식,디저트/떡,던킨,-8100,KRW,토스뱅크 체크카드,,P035,P035-T0070,소비,P035-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP035000030;card/카드-014-토스뱅크_체크카드_매입정보.json#AP035000030
2026-06-20,21:50,지출,카페/간식,커피/음료,컴포즈커피,-4700,KRW,카카오페이 간편결제,,P035,P035-T0030,소비,P035-카카오페이,efinance/전금-103-카카오페이.json#EP035카00002
2026-06-20,21:31,지출,생활,편의점,세븐일레븐,-17600,KRW,NH주거래우대통장,,P035,P035-T0060,소비,P035-BANK-MAIN,bank/은행-004-NH주거래우대통장_P035-BANK-MAIN.json#BP03500024
2026-06-20,09:59,지출,교육/학습,학원/강의,패스트캠퍼스,-41900,KRW,NH주거래우대통장,,P035,P035-T0032,소비,P035-BANK-MAIN,bank/은행-004-NH주거래우대통장_P035-BANK-MAIN.json#BP03500018
2026-06-19,23:57,지출,교육/학습,학원/강의,해커스,-36600,KRW,토스뱅크 체크카드,,P035,P035-T0022,소비,P035-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP035000005;card/카드-014-토스뱅크_체크카드_매입정보.json#AP035000005
2026-06-19,23:31,지출,온라인쇼핑,인터넷쇼핑,11번가,-32400,KRW,토스 간편결제,,P035,P035-T0020,소비,P035-토스페이,efinance/전금-103-토스페이.json#EP035토00001
2026-06-19,22:59,지출,교통,대중교통,티머니,-12200,KRW,토스뱅크 체크카드,,P035,P035-T0072,소비,P035-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP035000032;card/카드-014-토스뱅크_체크카드_매입정보.json#AP035000032
2026-06-19,22:38,지출,온라인쇼핑,인터넷쇼핑,11번가,-30400,KRW,토스뱅크 체크카드,,P035,P035-T0038,소비,P035-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP035000009;card/카드-014-토스뱅크_체크카드_매입정보.json#AP035000009
2026-06-19,13:44,수입,기타수입,급여/용역,6월 수입,300000,KRW,NH주거래우대통장,,P035,P035-T0003,소득,P035-BANK-MAIN,bank/은행-004-NH주거래우대통장_P035-BANK-MAIN.json#INCP035003
