날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,18:47,지출,교육/학습,학원/강의,해커스,-74400,KRW,카카오뱅크 입출금통장,,P120,P120-T0055,소비,P120-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P120-BANK-MAIN.json#BP12000015
2026-06-30,13:55,지출,카페/간식,커피/음료,컴포즈커피,-5100,KRW,토스 간편결제,,P120,P120-T0068,소비,P120-토스페이,efinance/전금-103-토스페이.json#EP120토00007
2026-06-30,13:30,지출,카페/간식,커피/음료,이디야커피,-7700,KRW,카카오뱅크 입출금통장,예산 내 소비,P120,P120-T0097,소비,P120-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P120-BANK-MAIN.json#BP12000022
2026-06-30,11:39,지출,식비,배달,배민스토어,-11900,KRW,프렌즈 체크카드,,P120,P120-T0071,소비,P120-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP120000021;card/카드-014-프렌즈_체크카드_매입정보.json#AP120000021
2026-06-29,15:58,지출,생활,서비스구독,유튜브 프리미엄,-33200,KRW,토스 간편결제,,P120,P120-T0084,소비,P120-토스페이,efinance/전금-103-토스페이.json#EP120토00009
2026-06-29,11:37,지출,교육/학습,학원/강의,해커스,-84100,KRW,프렌즈 체크카드,,P120,P120-T0045,소비,P120-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP120000014;card/카드-014-프렌즈_체크카드_매입정보.json#AP120000014
2026-06-29,09:36,지출,식비,배달,요기요,-18000,KRW,프렌즈 체크카드,,P120,P120-T0066,소비,P120-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP120000020;card/카드-014-프렌즈_체크카드_매입정보.json#AP120000020
2026-06-28,22:52,지출,패션/쇼핑,패션,지그재그,-22600,KRW,카카오뱅크 입출금통장,,P120,P120-T0032,소비,P120-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P120-BANK-MAIN.json#BP12000012
2026-06-28,18:55,지출,생활,편의점,CU,-26300,KRW,프렌즈 체크카드,,P120,P120-T0022,소비,P120-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP120000005;card/카드-014-프렌즈_체크카드_매입정보.json#AP120000005
2026-06-28,18:46,이체,저축,예적금/청약,청약 납입,-280000,KRW,카카오뱅크 입출금통장,,P120,P120-T0008,저축,P120-BANK-MAIN->P120-BANK-HOUSING,bank/은행-004-카카오뱅크_입출금통장_P120-BANK-MAIN.json#BP12000008;bank/은행-004-주택청약종합저축_P120-BANK-HOUSING.json#BP12000001
2026-06-27,22:35,지출,온라인쇼핑,인터넷쇼핑,무신사,-35600,KRW,프렌즈 체크카드,,P120,P120-T0013,소비,P120-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP120000001;card/카드-014-프렌즈_체크카드_매입정보.json#AP120000001
2026-06-27,20:21,지출,식비,한식,두끼 노량진역점,-23400,KRW,카카오페이 간편결제,,P120,P120-T0069,소비,P120-카카오페이,efinance/전금-103-카카오페이.json#EP120카00005
2026-06-27,19:10,지출,생활,서비스구독,유튜브 프리미엄,-8600,KRW,프렌즈 체크카드,,P120,P120-T0065,소비,P120-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP120000019;card/카드-014-프렌즈_체크카드_매입정보.json#AP120000019
2026-06-27,11:51,지출,생활,마트,롯데마트,-43400,KRW,신한 Deep Dream 체크,,P120,P120-T0089,소비,P120-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP120000022;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP120000022
2026-06-27,11:37,지출,생활,서비스구독,노션,-11300,KRW,토스 간편결제,예산 내 소비,P120,P120-T0015,소비,P120-토스페이,efinance/전금-103-토스페이.json#EP120토00002
2026-06-27,07:21,지출,교통,택시,우티,-18800,KRW,네이버페이 간편결제,,P120,P120-T0027,소비,P120-네이버페이,efinance/전금-103-네이버페이.json#EP120네00001
2026-06-26,16:45,지출,교육/학습,학원/강의,패스트캠퍼스,-102600,KRW,토스 간편결제,,P120,P120-T0018,소비,P120-토스페이,efinance/전금-103-토스페이.json#EP120토00004
