날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,20:44,지출,교육/학습,학원/강의,인프런,-83900,KRW,하나핀크 생활통장,,P065,P065-T0060,소비,P065-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P065-BANK-MAIN.json#BP06500025
2026-06-30,16:50,지출,패션/쇼핑,패션,지그재그,-68200,KRW,하나 원더 체크카드,,P065,P065-T0125,소비,P065-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP065000029;card/카드-014-하나_원더_체크카드_매입정보.json#AP065000029
2026-06-30,13:47,지출,교육/학습,학원/강의,클래스101,-41300,KRW,하나 원더 체크카드,,P065,P065-T0128,소비,P065-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP065000031;card/카드-014-하나_원더_체크카드_매입정보.json#AP065000031
2026-06-30,11:42,지출,생활,편의점,GS25,-30100,KRW,하나핀크 생활통장,,P065,P065-T0082,소비,P065-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P065-BANK-MAIN.json#BP06500032
2026-06-30,10:40,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-18300,KRW,토스 간편결제,,P065,P065-T0072,소비,P065-토스페이,efinance/전금-103-토스페이.json#EP065토00004
2026-06-30,09:26,지출,생활,편의점,이마트24,-47400,KRW,KB 청춘대로 체크카드,,P065,P065-T0024,소비,P065-CARD-02,card/카드-008-KB_청춘대로_체크카드_승인내역.json#AP065000004;card/카드-014-KB_청춘대로_체크카드_매입정보.json#AP065000004
2026-06-30,08:15,지출,식비,배달,요기요,-22700,KRW,토스 간편결제,,P065,P065-T0121,소비,P065-토스페이,efinance/전금-103-토스페이.json#EP065토00010
2026-06-30,08:05,지출,카페/간식,디저트/떡,노티드,-9700,KRW,하나핀크 생활통장,,P065,P065-T0110,소비,P065-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P065-BANK-MAIN.json#BP06500037
2026-06-29,23:56,지출,뷰티/미용,화장품,무신사뷰티,-62900,KRW,하나핀크 생활통장,,P065,P065-T0062,소비,P065-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P065-BANK-MAIN.json#BP06500026
2026-06-29,22:39,지출,문화/여가,공연/영화,메가박스,-32700,KRW,카카오페이 간편결제,,P065,P065-T0095,소비,P065-카카오페이,efinance/전금-103-카카오페이.json#EP065카00006;efinance/전금-004-카카오페이_머니.json#WP06500002
2026-06-29,19:22,지출,식비,한식,한솥도시락 신촌점,-20600,KRW,하나 원더 체크카드,,P065,P065-T0079,소비,P065-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP065000018;card/카드-014-하나_원더_체크카드_매입정보.json#AP065000018
2026-06-29,11:48,지출,식비,배달,쿠팡이츠,-20100,KRW,하나 원더 체크카드,,P065,P065-T0054,소비,P065-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP065000011;card/카드-014-하나_원더_체크카드_매입정보.json#AP065000011
2026-06-28,23:17,지출,온라인쇼핑,인터넷쇼핑,11번가,-93500,KRW,토스 간편결제,,P065,P065-T0135,소비,P065-토스페이,efinance/전금-103-토스페이.json#EP065토00014
2026-06-28,22:04,지출,교통,택시,타다,-2600,KRW,카카오페이 간편결제,,P065,P065-T0016,소비,P065-카카오페이,efinance/전금-103-카카오페이.json#EP065카00001
2026-06-28,21:18,지출,식비,한식,한솥도시락 신촌점,-15700,KRW,KB 청춘대로 체크카드,,P065,P065-T0059,소비,P065-CARD-02,card/카드-008-KB_청춘대로_체크카드_승인내역.json#AP065000013;card/카드-014-KB_청춘대로_체크카드_매입정보.json#AP065000013
2026-06-28,19:47,지출,카페/간식,커피/음료,이디야커피,-4000,KRW,KB 청춘대로 체크카드,,P065,P065-T0022,소비,P065-CARD-02,card/카드-008-KB_청춘대로_체크카드_승인내역.json#AP065000003;card/카드-014-KB_청춘대로_체크카드_매입정보.json#AP065000003
2026-06-27,23:57,지출,생활,서비스구독,유튜브 프리미엄,-56600,KRW,KB 청춘대로 체크카드,,P065,P065-T0067,소비,P065-CARD-02,card/카드-008-KB_청춘대로_체크카드_승인내역.json#AP065000016;card/카드-014-KB_청춘대로_체크카드_매입정보.json#AP065000016
2026-06-27,22:15,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-36700,KRW,KB 청춘대로 체크카드,,P065,P065-T0139,소비,P065-CARD-02,card/카드-008-KB_청춘대로_체크카드_승인내역.json#AP065000032;card/카드-014-KB_청춘대로_체크카드_매입정보.json#AP065000032
2026-06-26,23:56,지출,교통,대중교통,모바일티머니,-10600,KRW,카카오페이 간편결제,,P065,P065-T0028,소비,P065-카카오페이,efinance/전금-103-카카오페이.json#EP065카00003
2026-06-26,18:02,이체,저축,예적금/청약,적금 자동이체,-560000,KRW,하나핀크 생활통장,,P065,P065-T0010,저축,P065-BANK-MAIN->P065-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P065-BANK-MAIN.json#BP06500010;bank/은행-004-주택청약종합저축_P065-BANK-SAVE.json#BP06500001
2026-06-26,11:23,지출,생활,마트,롯데마트,-67300,KRW,하나핀크 생활통장,,P065,P065-T0102,소비,P065-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P065-BANK-MAIN.json#BP06500035
2026-06-26,09:42,이체,저축,예적금/청약,청약 납입,-130000,KRW,하나핀크 생활통장,,P065,P065-T0011,저축,P065-BANK-MAIN->P065-BANK-HOUSING,bank/은행-004-하나핀크_생활통장_P065-BANK-MAIN.json#BP06500011;bank/은행-004-주택청약종합저축_P065-BANK-HOUSING.json#BP06500001
2026-06-25,19:40,지출,식비,배달,배민스토어,-27000,KRW,하나 원더 체크카드,,P065,P065-T0049,소비,P065-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP065000009;card/카드-014-하나_원더_체크카드_매입정보.json#AP065000009
2026-06-25,17:28,지출,문화/여가,공연/영화,인터파크티켓,-32000,KRW,토스 간편결제,,P065,P065-T0109,소비,P065-토스페이,efinance/전금-103-토스페이.json#EP065토00008
2026-06-25,09:49,지출,식비,배달,주식회사 우아한형제들,-19100,KRW,하나핀크 생활통장,,P065,P065-T0130,소비,P065-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P065-BANK-MAIN.json#BP06500041
2026-06-25,09:29,지출,주거,월세/관리비,주거비 자동이체,-500000,KRW,하나핀크 생활통장,,P065,P065-T0006,소비,P065-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P065-BANK-MAIN.json#BP06500006
2026-06-25,07:58,지출,교통,대중교통,티머니,-23900,KRW,하나 원더 체크카드,,P065,P065-T0104,소비,P065-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP065000025;card/카드-014-하나_원더_체크카드_매입정보.json#AP065000025
