날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,23:38,지출,교통,택시,우티,-9200,KRW,하나 원더 체크카드,,P016,P016-T0021,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000008;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000008
2026-06-30,21:53,지출,문화/여가,공연/영화,CGV,-25300,KRW,네이버페이 간편결제,,P016,P016-T0043,소비,P016-네이버페이,efinance/전금-103-네이버페이.json#EP016네00003
2026-06-30,19:42,지출,생활,서비스구독,넷플릭스,-34400,KRW,토스 간편결제,,P016,P016-T0029,소비,P016-토스페이,efinance/전금-103-토스페이.json#EP016토00005
2026-06-30,12:15,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-21000,KRW,하나 원더 체크카드,,P016,P016-T0062,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000023;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000023
2026-06-29,23:18,지출,온라인쇼핑,인터넷쇼핑,네이버쇼핑,-71700,KRW,카카오뱅크 입출금통장,,P016,P016-T0054,소비,P016-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P016-BANK-MAIN.json#BP01600017
2026-06-29,17:49,지출,생활,서비스구독,유튜브 프리미엄,-28100,KRW,하나 원더 체크카드,,P016,P016-T0011,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000002;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000002
2026-06-29,08:26,지출,식비,배달,배민스토어,-8700,KRW,하나 원더 체크카드,,P016,P016-T0078,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000037;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000037
2026-06-28,19:57,지출,문화/여가,도서,알라딘,-26600,KRW,카카오뱅크 입출금통장,,P016,P016-T0033,소비,P016-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P016-BANK-MAIN.json#BP01600014
2026-06-28,19:53,지출,식비,배달,요기요,-15500,KRW,하나 원더 체크카드,,P016,P016-T0072,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000031;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000031
2026-06-28,09:40,지출,생활,서비스구독,넷플릭스,-22800,KRW,카카오뱅크 입출금통장,,P016,P016-T0057,소비,P016-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P016-BANK-MAIN.json#BP01600018
2026-06-27,18:27,지출,문화/여가,공연/영화,메가박스,-26200,KRW,하나 원더 체크카드,,P016,P016-T0070,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000029;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000029
2026-06-27,16:45,지출,생활,서비스구독,멜론,-14500,KRW,카카오뱅크 입출금통장,,P016,P016-T0012,소비,P016-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P016-BANK-MAIN.json#BP01600010
2026-06-27,11:19,지출,교육/학습,학원/강의,패스트캠퍼스,-36600,KRW,하나 원더 체크카드,,P016,P016-T0068,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000027;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000027
2026-06-27,10:34,수입,근로소득,급여/용역,6월 수입,900000,KRW,카카오뱅크 입출금통장,,P016,P016-T0002,소득,P016-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P016-BANK-MAIN.json#INCP016002
2026-06-26,20:27,지출,교육/학습,학원/강의,클래스101,-62200,KRW,토스 간편결제,,P016,P016-T0060,소비,P016-토스페이,efinance/전금-103-토스페이.json#EP016토00009
2026-06-26,14:07,이체,저축,예적금/청약,청약 납입,-20000,KRW,카카오뱅크 입출금통장,,P016,P016-T0008,저축,P016-BANK-MAIN->P016-BANK-HOUSING,bank/은행-004-카카오뱅크_입출금통장_P016-BANK-MAIN.json#BP01600007;bank/은행-004-주택청약종합저축_P016-BANK-HOUSING.json#BP01600001
2026-06-26,12:19,지출,카페/간식,커피/음료,메가MGC커피,-4100,KRW,하나 원더 체크카드,,P016,P016-T0065,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000024;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000024
2026-06-26,12:01,지출,식비,한식,김밥천국 홍대점,-16000,KRW,하나 원더 체크카드,,P016,P016-T0026,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000010;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000010
2026-06-25,19:04,지출,식비,한식,김밥천국 홍대점,-15300,KRW,카카오뱅크 입출금통장,,P016,P016-T0039,소비,P016-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P016-BANK-MAIN.json#BP01600015
2026-06-25,16:23,지출,생활,서비스구독,노션,-45200,KRW,하나 원더 체크카드,,P016,P016-T0083,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000039;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000039
2026-06-24,20:22,지출,카페/간식,커피/음료,스타벅스 합정점,-3400,KRW,카카오페이 간편결제,,P016,P016-T0052,소비,P016-카카오페이,efinance/전금-103-카카오페이.json#EP016카00006;efinance/전금-004-카카오페이_머니.json#WP01600004
2026-06-23,20:39,지출,식비,배달,주식회사 우아한형제들,-11800,KRW,네이버페이 간편결제,,P016,P016-T0084,소비,P016-네이버페이,efinance/전금-103-네이버페이.json#EP016네00008
2026-06-23,18:24,지출,교육/학습,학원/강의,인프런,-64900,KRW,카카오뱅크 입출금통장,,P016,P016-T0085,소비,P016-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P016-BANK-MAIN.json#BP01600021
2026-06-23,15:49,지출,생활,서비스구독,노션,-13600,KRW,하나 원더 체크카드,,P016,P016-T0074,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000033;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000033
2026-06-23,10:03,지출,온라인쇼핑,인터넷쇼핑,11번가,-31600,KRW,카카오페이 간편결제,,P016,P016-T0028,소비,P016-카카오페이,efinance/전금-103-카카오페이.json#EP016카00002
2026-06-22,20:46,지출,카페/간식,커피/음료,메가MGC커피,-3300,KRW,토스 간편결제,,P016,P016-T0055,소비,P016-토스페이,efinance/전금-103-토스페이.json#EP016토00008
2026-06-22,14:26,지출,패션/쇼핑,패션,무신사,-52000,KRW,하나 원더 체크카드,,P016,P016-T0071,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000030;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000030
2026-06-22,12:32,지출,식비,한식,두끼 노량진역점,-14900,KRW,하나 원더 체크카드,,P016,P016-T0020,소비,P016-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP016000007;card/카드-014-하나_원더_체크카드_매입정보.json#AP016000007
