날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,21:52,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-79200,KRW,프렌즈 체크카드,,P096,P096-T0095,소비,P096-CARD-03,card/카드-008-프렌즈_체크카드_승인내역.json#AP096000016;card/카드-014-프렌즈_체크카드_매입정보.json#AP096000016
2026-06-30,20:57,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-57800,KRW,어피치 스윗 체크카드,,P096,P096-T0098,소비,P096-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP096000022;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP096000022
2026-06-30,20:35,지출,식비,한식,두끼 노량진역점,-17100,KRW,어피치 스윗 체크카드,,P096,P096-T0048,소비,P096-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP096000011;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP096000011
2026-06-30,13:55,지출,생활,서비스구독,넷플릭스,-38100,KRW,토스 간편결제,,P096,P096-T0084,소비,P096-토스페이,efinance/전금-103-토스페이.json#EP096토00007
2026-06-30,08:14,지출,식비,배달,쿠팡이츠,-9400,KRW,어피치 스윗 체크카드,,P096,P096-T0089,소비,P096-CARD-01,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP096000020;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP096000020
2026-06-29,22:50,지출,뷰티/미용,화장품,무신사뷰티,-22800,KRW,KB Star 청춘통장,,P096,P096-T0080,소비,P096-BANK-MAIN,bank/은행-004-KB_Star_청춘통장_P096-BANK-MAIN.json#BP09600022
2026-06-29,19:47,지출,카페/간식,디저트/떡,파리바게뜨,-5900,KRW,KB Star 청춘통장,,P096,P096-T0018,소비,P096-BANK-MAIN,bank/은행-004-KB_Star_청춘통장_P096-BANK-MAIN.json#BP09600012
2026-06-28,12:41,이체,저축,예적금/청약,비상금 이체,-280000,KRW,KB Star 청춘통장,,P096,P096-T0011,저축,P096-BANK-MAIN->P096-BANK-SAVE,bank/은행-004-KB_Star_청춘통장_P096-BANK-MAIN.json#BP09600009;bank/은행-004-주택청약종합저축_P096-BANK-SAVE.json#BP09600002
2026-06-28,09:29,이체,저축,예적금/청약,청약 납입,-210000,KRW,KB Star 청춘통장,,P096,P096-T0010,저축,P096-BANK-MAIN->P096-BANK-HOUSING,bank/은행-004-KB_Star_청춘통장_P096-BANK-MAIN.json#BP09600008;bank/은행-004-주택청약종합저축_P096-BANK-HOUSING.json#BP09600001
2026-06-27,22:01,지출,문화/여가,공연/영화,인터파크티켓,-23500,KRW,신한 Deep Dream 체크,,P096,P096-T0068,소비,P096-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP096000009;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP096000009
2026-06-27,21:46,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-86800,KRW,신한 Deep Dream 체크,,P096,P096-T0058,소비,P096-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP096000008;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP096000008
2026-06-27,20:26,지출,카페/간식,디저트/떡,배스킨라빈스,-3800,KRW,토스 간편결제,,P096,P096-T0061,소비,P096-토스페이,efinance/전금-103-토스페이.json#EP096토00006
2026-06-27,18:30,지출,교통,대중교통,모바일티머니,-11800,KRW,카카오페이 간편결제,,P096,P096-T0044,소비,P096-카카오페이,efinance/전금-103-카카오페이.json#EP096카00002
2026-06-27,18:13,지출,생활,서비스구독,챗GPT,-17700,KRW,신한 Deep Dream 체크,,P096,P096-T0041,소비,P096-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP096000004;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP096000004
2026-06-27,14:21,지출,뷰티/미용,화장품,무신사뷰티,-25100,KRW,네이버페이 간편결제,,P096,P096-T0035,소비,P096-네이버페이,efinance/전금-103-네이버페이.json#EP096네00005
2026-06-26,19:18,지출,카페/간식,디저트/떡,파리바게뜨,-4900,KRW,카카오페이 간편결제,,P096,P096-T0081,소비,P096-카카오페이,efinance/전금-103-카카오페이.json#EP096카00008
