날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,23:01,지출,생활,서비스구독,챗GPT,-32300,KRW,신한 Deep Dream 체크,,P176,P176-T0041,소비,P176-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP176000007;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP176000007
2026-06-30,20:41,지출,식비,한식,담소소사골순대,-24900,KRW,네이버페이 간편결제,,P176,P176-T0048,소비,P176-네이버페이,efinance/전금-103-네이버페이.json#EP176네00003;efinance/전금-004-네이버페이_머니.json#WP17600002
2026-06-30,09:55,지출,식비,한식,담소소사골순대,-21700,KRW,카카오뱅크 입출금통장,,P176,P176-T0086,소비,P176-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600020
2026-06-29,21:45,지출,온라인쇼핑,인터넷쇼핑,무신사,-37500,KRW,하나 원더 체크카드,,P176,P176-T0032,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000001;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000001
2026-06-29,08:18,지출,식비,한식,김밥천국 홍대점,-16100,KRW,신한 Deep Dream 체크,,P176,P176-T0037,소비,P176-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP176000006;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP176000006
2026-06-28,23:15,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-56500,KRW,카카오페이 간편결제,,P176,P176-T0024,소비,P176-카카오페이,efinance/전금-103-카카오페이.json#EP176카00002;efinance/전금-004-카카오페이_머니.json#WP17600002
2026-06-28,22:49,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-34100,KRW,신한 Deep Dream 체크,,P176,P176-T0018,소비,P176-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP176000003;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP176000003
2026-06-28,08:03,수입,근로소득,급여,6월 월급,4270000,KRW,카카오뱅크 입출금통장,,P176,P176-T0001,소득,P176-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#PAYP176
2026-06-27,21:18,지출,패션/쇼핑,패션,무신사,-97600,KRW,하나 원더 체크카드,,P176,P176-T0080,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000014;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000014
2026-06-27,20:15,지출,카페/간식,커피/음료,컴포즈커피,-6200,KRW,토스뱅크 체크카드,,P176,P176-T0057,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000014;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000014
2026-06-27,15:35,수입,금융수입,캐시백,카드 캐시백,560,KRW,카카오뱅크 입출금통장,,P176,P176-T0002,소득,P176-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600002
2026-06-27,12:02,지출,온라인쇼핑,인터넷쇼핑,무신사,-37800,KRW,하나 원더 체크카드,,P176,P176-T0087,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000017;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000017
2026-06-26,19:09,지출,문화/여가,공연/영화,CGV,-7700,KRW,카카오뱅크 입출금통장,,P176,P176-T0055,소비,P176-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600016
2026-06-26,18:57,지출,교통,대중교통,모바일티머니,-26500,KRW,토스뱅크 체크카드,,P176,P176-T0077,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000018;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000018
2026-06-26,18:15,이체,저축,예적금/청약,청약 납입,-130000,KRW,카카오뱅크 입출금통장,,P176,P176-T0008,저축,P176-BANK-MAIN->P176-BANK-HOUSING,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600008;bank/은행-004-주택청약종합저축_P176-BANK-HOUSING.json#BP17600001
2026-06-26,13:13,지출,여행/숙박,숙박,야놀자,-101000,KRW,하나 원더 체크카드,,P176,P176-T0074,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000011;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000011
2026-06-26,12:39,지출,식비,배달,쿠팡이츠,-26900,KRW,카카오뱅크 입출금통장,,P176,P176-T0084,소비,P176-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600019
2026-06-25,23:56,지출,온라인쇼핑,인터넷쇼핑,네이버쇼핑,-52200,KRW,카카오페이 간편결제,,P176,P176-T0065,소비,P176-카카오페이,efinance/전금-103-카카오페이.json#EP176카00008;efinance/전금-004-카카오페이_머니.json#WP17600004
2026-06-25,15:27,지출,문화/여가,공연/영화,메가박스,-32800,KRW,토스 간편결제,,P176,P176-T0026,소비,P176-토스페이,efinance/전금-103-토스페이.json#EP176토00004
2026-06-25,14:37,지출,여행/숙박,숙박,야놀자,-114200,KRW,카카오뱅크 입출금통장,,P176,P176-T0081,소비,P176-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600018
2026-06-25,10:46,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-35800,KRW,신한 Deep Dream 체크,,P176,P176-T0082,소비,P176-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP176000010;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP176000010
2026-06-24,22:08,지출,교통,택시,카카오T 택시,-6600,KRW,하나 원더 체크카드,,P176,P176-T0083,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000015;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000015
2026-06-23,19:06,지출,식비,한식,김밥천국 홍대점,-18600,KRW,신한 Deep Dream 체크,,P176,P176-T0023,소비,P176-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP176000004;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP176000004
2026-06-23,09:05,지출,문화/여가,공연/영화,메가박스,-27000,KRW,카카오뱅크 입출금통장,,P176,P176-T0054,소비,P176-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600015
2026-06-22,19:18,지출,생활,마트,롯데마트,-58300,KRW,하나 원더 체크카드,,P176,P176-T0043,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000004;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000004
2026-06-21,19:41,지출,카페/간식,커피/음료,이디야커피,-8400,KRW,토스뱅크 체크카드,,P176,P176-T0022,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000003;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000003
2026-06-20,22:04,지출,교통,대중교통,카카오버스,-10600,KRW,신한 Deep Dream 체크,,P176,P176-T0015,소비,P176-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP176000002;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP176000002
2026-06-20,20:13,지출,교육/학습,학원/강의,클래스101,-31600,KRW,카카오페이 간편결제,,P176,P176-T0039,소비,P176-카카오페이,efinance/전금-103-카카오페이.json#EP176카00004;efinance/전금-004-카카오페이_머니.json#WP17600003
2026-06-20,17:09,지출,금융,보험,실손보험료,-62200,KRW,카카오뱅크 입출금통장,,P176,P176-T0006,소비,P176-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600006
2026-06-20,15:45,지출,여행/숙박,숙박,아고다,-117600,KRW,하나 원더 체크카드,,P176,P176-T0067,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000009;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000009
2026-06-19,20:27,지출,식비,한식,한솥도시락 신촌점,-12300,KRW,하나 원더 체크카드,,P176,P176-T0042,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000003;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000003
2026-06-19,18:09,지출,생활,편의점,이마트24,-58900,KRW,카카오페이 간편결제,,P176,P176-T0020,소비,P176-카카오페이,efinance/전금-103-카카오페이.json#EP176카00001;efinance/전금-004-카카오페이_머니.json#WP17600001
2026-06-19,13:51,지출,여행/숙박,숙박,아고다,-206600,KRW,토스뱅크 체크카드,,P176,P176-T0066,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000015;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000015
2026-06-18,21:56,지출,교육/학습,학원/강의,클래스101,-71500,KRW,토스뱅크 체크카드,,P176,P176-T0035,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000007;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000007
2026-06-18,21:10,지출,카페/간식,디저트/떡,배스킨라빈스,-9200,KRW,토스뱅크 체크카드,,P176,P176-T0051,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000012;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000012
2026-06-18,20:20,지출,식비,한식,두끼 노량진역점,-14300,KRW,네이버페이 간편결제,,P176,P176-T0027,소비,P176-네이버페이,efinance/전금-103-네이버페이.json#EP176네00001
2026-06-18,20:05,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-44700,KRW,네이버페이 간편결제,,P176,P176-T0049,소비,P176-네이버페이,efinance/전금-103-네이버페이.json#EP176네00004
2026-06-18,11:18,지출,카페/간식,커피/음료,컴포즈커피,-9300,KRW,토스뱅크 체크카드,,P176,P176-T0025,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000004;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000004
2026-06-17,19:07,지출,교육/학습,학원/강의,패스트캠퍼스,-129200,KRW,토스뱅크 체크카드,,P176,P176-T0046,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000010;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000010
2026-06-17,18:49,지출,카페/간식,커피/음료,이디야커피,-5300,KRW,토스뱅크 체크카드,,P176,P176-T0016,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000001;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000001
2026-06-16,22:24,지출,온라인쇼핑,인터넷쇼핑,11번가,-92600,KRW,카카오페이 간편결제,,P176,P176-T0069,소비,P176-카카오페이,efinance/전금-103-카카오페이.json#EP176카00009
2026-06-16,19:40,지출,문화/여가,공연/영화,인터파크티켓,-56300,KRW,신한 Deep Dream 체크,,P176,P176-T0068,소비,P176-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP176000009;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP176000009
2026-06-16,18:12,지출,교통,택시,우티,-15000,KRW,토스뱅크 체크카드,,P176,P176-T0075,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000017;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000017
2026-06-16,12:17,지출,카페/간식,디저트/떡,파리바게뜨,-7200,KRW,네이버페이 간편결제,,P176,P176-T0091,소비,P176-네이버페이,efinance/전금-103-네이버페이.json#EP176네00007;efinance/전금-004-네이버페이_머니.json#WP17600003
2026-06-16,08:31,지출,식비,배달,요기요,-8100,KRW,신한 Deep Dream 체크,,P176,P176-T0063,소비,P176-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP176000008;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP176000008
2026-06-15,10:27,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-55200,KRW,토스뱅크 체크카드,,P176,P176-T0045,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000009;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000009
2026-06-14,14:58,이체,투자,국내주식/ETF,KODEX 200 14주 매수,-546100,KRW,카카오뱅크 입출금통장,,P176,P176-T0011,투자,P176-BANK-MAIN->P176-INV-001,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600011;invest/금투-003-토스증권_계좌.json#STKP1760002
2026-06-14,13:42,지출,식비,배달,배민스토어,-13100,KRW,하나 원더 체크카드,,P176,P176-T0062,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000008;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000008
2026-06-13,20:52,지출,여행/숙박,숙박,여기어때,-87900,KRW,신한 Deep Dream 체크,,P176,P176-T0088,소비,P176-CARD-02,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP176000011;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP176000011
2026-06-13,19:37,지출,식비,한식,한솥도시락 신촌점,-12600,KRW,토스뱅크 체크카드,,P176,P176-T0071,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000016;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000016
2026-06-12,13:02,지출,생활,통신,휴대폰 요금,-56100,KRW,카카오뱅크 입출금통장,,P176,P176-T0004,소비,P176-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600004
2026-06-12,08:04,지출,식비,배달,요기요,-19100,KRW,하나 원더 체크카드,,P176,P176-T0058,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000006;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000006
2026-06-11,19:48,지출,생활,서비스구독,유튜브 프리미엄,-32000,KRW,토스 간편결제,,P176,P176-T0090,소비,P176-토스페이,efinance/전금-103-토스페이.json#EP176토00007
2026-06-11,14:08,지출,뷰티/미용,화장품,올리브영,-36800,KRW,토스 간편결제,,P176,P176-T0017,소비,P176-토스페이,efinance/전금-103-토스페이.json#EP176토00002
2026-06-11,13:31,지출,패션/쇼핑,패션,무신사,-56300,KRW,카카오페이 간편결제,,P176,P176-T0089,소비,P176-카카오페이,efinance/전금-103-카카오페이.json#EP176카00011;efinance/전금-004-카카오페이_머니.json#WP17600005
2026-06-11,12:04,지출,교육/학습,학원/강의,해커스,-55000,KRW,네이버페이 간편결제,,P176,P176-T0036,소비,P176-네이버페이,efinance/전금-103-네이버페이.json#EP176네00002;efinance/전금-004-네이버페이_머니.json#WP17600001
2026-06-11,11:02,지출,카페/간식,디저트/떡,파리바게뜨,-3100,KRW,카카오페이 간편결제,,P176,P176-T0044,소비,P176-카카오페이,efinance/전금-103-카카오페이.json#EP176카00005
2026-06-10,19:47,지출,카페/간식,커피/음료,컴포즈커피,-6600,KRW,카카오뱅크 입출금통장,,P176,P176-T0060,소비,P176-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600017
2026-06-10,11:59,이체,투자,국내주식/ETF,NAVER 2주 매수,-370100,KRW,카카오뱅크 입출금통장,,P176,P176-T0010,투자,P176-BANK-MAIN->P176-INV-001,bank/은행-004-카카오뱅크_입출금통장_P176-BANK-MAIN.json#BP17600010;invest/금투-003-토스증권_계좌.json#STKP1760001
2026-06-10,08:22,지출,식비,한식,두끼 노량진역점,-9300,KRW,토스뱅크 체크카드,,P176,P176-T0056,소비,P176-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP176000013;card/카드-014-토스뱅크_체크카드_매입정보.json#AP176000013
2026-06-10,08:10,지출,카페/간식,디저트/떡,파리바게뜨,-10000,KRW,하나 원더 체크카드,,P176,P176-T0061,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000007;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000007
2026-06-09,21:44,지출,온라인쇼핑,인터넷쇼핑,네이버쇼핑,-44300,KRW,카카오페이 간편결제,,P176,P176-T0029,소비,P176-카카오페이,efinance/전금-103-카카오페이.json#EP176카00003
2026-06-09,21:41,지출,온라인쇼핑,인터넷쇼핑,11번가,-32600,KRW,하나 원더 체크카드,,P176,P176-T0078,소비,P176-CARD-03,card/카드-008-하나_원더_체크카드_승인내역.json#AP176000012;card/카드-014-하나_원더_체크카드_매입정보.json#AP176000012
2026-06-09,16:56,지출,교육/학습,학원/강의,패스트캠퍼스,-128900,KRW,네이버페이 간편결제,,P176,P176-T0076,소비,P176-네이버페이,efinance/전금-103-네이버페이.json#EP176네00006
