날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,23:29,지출,온라인쇼핑,인터넷쇼핑,네이버쇼핑,-43000,KRW,카카오뱅크 입출금통장,,P011,P011-T0051,소비,P011-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P011-BANK-MAIN.json#BP01100024
2026-06-29,19:13,지출,식비,한식,담소소사골순대,-13600,KRW,토스 간편결제,,P011,P011-T0028,소비,P011-토스페이,efinance/전금-103-토스페이.json#EP011토00002
2026-06-29,18:50,지출,카페/간식,디저트/떡,파리바게뜨,-6200,KRW,토스뱅크 체크카드,,P011,P011-T0059,소비,P011-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP011000021;card/카드-014-토스뱅크_체크카드_매입정보.json#AP011000021
2026-06-29,09:49,지출,패션/쇼핑,패션,지그재그,-36500,KRW,카카오뱅크 입출금통장,,P011,P011-T0020,소비,P011-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P011-BANK-MAIN.json#BP01100017
2026-06-28,22:36,지출,교통,택시,우티,-19900,KRW,토스뱅크 체크카드,,P011,P011-T0060,소비,P011-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP011000022;card/카드-014-토스뱅크_체크카드_매입정보.json#AP011000022
2026-06-28,22:32,지출,교통,택시,우티,-8300,KRW,카카오뱅크 입출금통장,,P011,P011-T0041,소비,P011-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P011-BANK-MAIN.json#BP01100018
2026-06-28,21:55,지출,식비,한식,담소소사골순대,-18100,KRW,토스뱅크 체크카드,,P011,P011-T0033,소비,P011-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP011000009;card/카드-014-토스뱅크_체크카드_매입정보.json#AP011000009
2026-06-28,18:17,이체,저축,예적금/청약,적금 자동이체,-50000,KRW,카카오뱅크 입출금통장,,P011,P011-T0010,저축,P011-BANK-MAIN->P011-BANK-SAVE,bank/은행-004-카카오뱅크_입출금통장_P011-BANK-MAIN.json#BP01100010;bank/은행-004-주택청약종합저축_P011-BANK-SAVE.json#BP01100001
2026-06-27,21:02,지출,카페/간식,디저트/떡,파리바게뜨,-6200,KRW,토스 간편결제,,P011,P011-T0061,소비,P011-토스페이,efinance/전금-103-토스페이.json#EP011토00006
2026-06-27,09:27,수입,금융수입,캐시백,카드 캐시백,295,KRW,카카오뱅크 입출금통장,,P011,P011-T0003,소득,P011-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P011-BANK-MAIN.json#BP01100003
2026-06-26,16:43,이체,저축,예적금/청약,비상금 이체,-10000,KRW,카카오뱅크 입출금통장,,P011,P011-T0012,저축,P011-BANK-MAIN->P011-BANK-SAVE,bank/은행-004-카카오뱅크_입출금통장_P011-BANK-MAIN.json#BP01100012;bank/은행-004-주택청약종합저축_P011-BANK-SAVE.json#BP01100002
2026-06-26,13:47,지출,생활,편의점,GS25,-45300,KRW,토스 간편결제,,P011,P011-T0054,소비,P011-토스페이,efinance/전금-103-토스페이.json#EP011토00005
2026-06-26,09:33,지출,생활,편의점,CU,-19100,KRW,카카오페이 간편결제,,P011,P011-T0023,소비,P011-카카오페이,efinance/전금-103-카카오페이.json#EP011카00002
2026-06-25,19:31,지출,생활,서비스구독,노션,-31500,KRW,토스뱅크 체크카드,,P011,P011-T0025,소비,P011-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP011000005;card/카드-014-토스뱅크_체크카드_매입정보.json#AP011000005
2026-06-25,15:30,지출,교육/학습,학원/강의,패스트캠퍼스,-91000,KRW,토스뱅크 체크카드,,P011,P011-T0036,소비,P011-CARD-01,card/카드-008-토스뱅크_체크카드_승인내역.json#AP011000011;card/카드-014-토스뱅크_체크카드_매입정보.json#AP011000011
