날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-30,21:10,지출,생활,서비스구독,노션,-65600,KRW,프렌즈 체크카드,,P180,P180-T0074,소비,P180-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP180000014;card/카드-014-프렌즈_체크카드_매입정보.json#AP180000014
2026-06-30,17:32,지출,생활,마트,롯데마트,-43200,KRW,네이버페이 간편결제,,P180,P180-T0088,소비,P180-네이버페이,efinance/전금-103-네이버페이.json#EP180네00007
2026-06-30,11:57,지출,교육/학습,학원/강의,클래스101,-135700,KRW,프렌즈 체크카드,,P180,P180-T0030,소비,P180-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP180000003;card/카드-014-프렌즈_체크카드_매입정보.json#AP180000003
2026-06-30,11:39,지출,식비,한식,담소소사골순대,-17200,KRW,프렌즈 체크카드,,P180,P180-T0089,소비,P180-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP180000021;card/카드-014-프렌즈_체크카드_매입정보.json#AP180000021
2026-06-29,13:54,지출,카페/간식,디저트/떡,던킨,-5300,KRW,하나핀크 생활통장,,P180,P180-T0099,소비,P180-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P180-BANK-MAIN.json#BP18000022
2026-06-29,10:32,지출,문화/여가,공연/영화,CGV,-29900,KRW,하나핀크 생활통장,,P180,P180-T0091,소비,P180-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P180-BANK-MAIN.json#BP18000021
2026-06-29,09:39,지출,생활,편의점,GS25,-58900,KRW,토스 간편결제,,P180,P180-T0058,소비,P180-토스페이,efinance/전금-103-토스페이.json#EP180토00006
2026-06-28,23:47,지출,교육/학습,학원/강의,클래스101,-48200,KRW,프렌즈 체크카드,,P180,P180-T0051,소비,P180-CARD-02,card/카드-008-프렌즈_체크카드_승인내역.json#AP180000008;card/카드-014-프렌즈_체크카드_매입정보.json#AP180000008
2026-06-28,15:07,지출,여행/숙박,숙박,여기어때,-130800,KRW,하나 원더 체크카드,,P180,P180-T0080,소비,P180-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP180000026;card/카드-014-하나_원더_체크카드_매입정보.json#AP180000026
2026-06-27,22:26,지출,여행/숙박,숙박,여기어때,-163700,KRW,하나 원더 체크카드,,P180,P180-T0044,소비,P180-CARD-01,card/카드-008-하나_원더_체크카드_승인내역.json#AP180000013;card/카드-014-하나_원더_체크카드_매입정보.json#AP180000013
